"id","source_line","requirement","implementation","evidence","status","notes"
"2.4.6","77","不显示 Thin、ExtraLight、UltraLight、Light、Heavy、ExtraBold、Black 等极细、极粗或低频粗细选项。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.4.7","78","字体实际缺少某个常用粗细时，不显示该档位，也不能把合成粗体伪装成真实字体文件。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.4.8","79","可变字体只在普通界面映射 400、500、600、700 四个常用档位，不显示连续的极端粗细轴。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.4.9","80","Markdown 粗体使用比正文基础粗细更重的真实可用字重；切换粗细不得改写 Markdown 原文。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.4.10","81","实际斜体文件不作为“粗细”选项单独展示，但 Markdown 斜体应优先使用字体自带的真实斜体字形。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.4.11","82","正文和代码区域在高级设置中支持调整行高，默认值应优先保证中文阅读舒适度和代码行辨识度。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.1","86","当前目录中的“字体”文件夹作为内置字体候选素材库，构建时不得不加筛选地全部打包。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.2","87","每个字体家族优先只保留 Regular 400、Medium 500、SemiBold / DemiBold 600、Bold 700 及对应的必要斜体文件。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.3","88","静态字体同时存在 TTF、OTF、WOFF、WOFF2 多套重复格式时，最终便携版只选择一套最合适且许可允许的格式。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.4","89","Hubot Sans、Mona Sans 等已提供正式可变字体文件的家族，优先只使用单个可变字体资源，不打包数百个重复的宽窄、粗细和格式组合。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.5","90","Thin、ExtraLight、UltraLight、Light、Heavy、ExtraBold、Black 等源文件不进入最终便携版资源，也不出现在字体选择器中。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.6","91","开发素材目录中的原始字体暂时保留用于核对和回退；在建立最终字体白名单前不直接删除源文件。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.7","92","随软件分发的字体必须具有清晰、可验证的嵌入和再分发授权，并按许可要求保留协议及字体使用声明。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.8","93","仅仅出现在“字体”目录中不代表已经获得再分发授权；授权不明确的字体不得进入可公开分享的便携版，但仍可由拥有合法使用权的用户作为本机自定义字体导入。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.5.9","94","构建前生成明确的字体清单，记录字体家族、实际文件、粗细映射、格式、体积、授权状态和所需声明。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.1","98","默认启用自动缺字回退，依次使用用户主字体、用户备用字体、内置中文或等宽兜底字体、Windows 系统字体和系统 Emoji 字体。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.2","99","用户可以在高级设置中调整备用字体顺序，但最终系统兜底项不能移除。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.3","100","中文、英文、数字、常见标点、Emoji 和代码符号必须能够稳定混排，不能因主字体缺字而大面积显示方框。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.4","101","代码区域优先回退到等宽字体，保证空格、Tab、缩进和列对齐。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.5","102","所见即所得编辑器、源码编辑器、Markdown 预览、折叠卡片和复制前的可视内容必须使用同一套字体映射规则。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.6","103","字体必须以真实文本方式由 Windows / WebView2 字体引擎渲染，不得为了视觉效果将正文栅格化成图片或 Canvas 文本。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.7","104","字体加载完成后再计算折叠预览高度和虚拟列表尺寸，避免字体切换造成文字截断、轮次跳位或滚动位置丢失。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.8","105","切换字体、字号和粗细不得中断中文输入、丢失光标、选区、当前轮次或未保存内容。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.6.9","106","字体渲染必须在 Windows 100%、125%、150%、200% 和 250% 显示缩放下进行验收。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","EXTERNAL_PENDING","代码与浏览器缩放代理已通过；仍需在五档真实 Windows DPI 上人工验收"
"2.7.1","110","字体设置页提供固定实时预览区，至少展示中英文、数字、标点、Emoji、标题、正文、粗体、斜体、链接、列表、引用、表格、行内代码和多行代码块。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.2","111","调整字体、字号、粗细或回退顺序时，预览区和当前工作区立即同步临时效果，无需反复点击保存。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.3","112","点击“完成”后保存字体设置；点击“取消”或按 `Esc` 恢复打开设置页前的设置。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.4","113","字体设置在软件重启后自动恢复，并提供“恢复当前分类默认值”和“全部恢复默认值”。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.5","114","加载大型中文字体时显示轻量状态，只按需加载当前使用或正在预览的字体，不能一次性载入全部内置字体阻塞启动。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.6","115","字体改变后界面、Markdown 层级、按钮和时间线仍须保持完整可用，不能出现文字永久遮挡或控件无法点击。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.7","116","字体列表中的可见选项使用自身字体显示简短示例，但必须懒加载，不能为不可见的数百个字体同时创建预览。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.8","117","默认界面字体与正文字体使用内置的 MiSans，其中“常规”档固定使用 MiSans Normal 字重文件，Windows 中文系统字体作为回退；默认代码字体从授权明确的内置中英文等宽字体中选择，系统等宽字体作为代码回退。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"2.7.9","118","软件“关于 / 字体许可”页面列出所有内置字体、版权方、授权协议和必要声明。","主题令牌、三类字体设置、系统/内置/导入字体注册、真实字重、回退链与实时预览","theme/markdown 组件测试；字体哈希审计；设置 E2E；font-manifest.json","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.1","124","软件启动速度快。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS_EXTERNAL_PENDING","本机浏览器壳和真实 EXE 已启动；20 次双系统冷/热启动需外部机补测"
"3.2","125","界面切换和输入过程流畅。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.3","126","长提示词和大量历史记录下仍能正常使用。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.4","127","软件保持轻量，不因非必要功能增加资源占用。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.5","128","关闭窗口后默认直接退出，不强制常驻后台。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.6","129","大量轮次采用虚拟列表或等效方案，只渲染当前可见内容，不能一次性渲染全部历史轮次。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.7","130","鼠标滚轮、键盘导航、轮次切换、折叠和详情打开过程不得出现明显卡顿、跳位、闪烁或白屏。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.8","131","Markdown 解析、代码高亮和自动保存不能阻塞中文输入、光标移动与列表滚动。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.9","132","同一时刻只激活详情区域中的一个所见即所得编辑器；历史轮次卡片使用轻量只读渲染，不能为每个轮次同时创建编辑器。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"3.10","133","首版至少使用“单项目 1,000 轮、每轮约 100 行 Markdown”的压力数据验证连续滚动、方向键切换、详情打开和回到顶部操作。","按需编辑器、虚拟时间线、延迟高亮、防抖保存与发布尺寸优化","自动化：D2 1000×100 Playwright 浏览器压力用例、发布构建；人工：PERF 附件","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.1","139","支持新建项目。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.2","140","新建项目时可以不填写名称。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.3","141","未填写名称时，自动生成连续项目名称，例如：","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.4","146","支持修改项目名称。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.5","147","支持删除项目。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.6","148","支持项目置顶。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.7","149","项目默认按照最近使用时间排序。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.8","150","支持在多个项目之间快速切换。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"4.9","151","每个项目独立保存自己的提示词记录。","项目 CRUD、单调默认名、置顶、最近使用排序、软删除与隔离查询","db::tests；项目管理 E2E；ProjectSidebar/appStore","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.1","157","每个项目支持保存多轮提示词。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.2","158","每一轮提示词必须独立保存，不能与其他轮次合并。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.3","159","支持直接在项目中编写提示词。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.4","160","支持一键将当前内容保存为独立轮次，并开始下一轮。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.5","161","支持使用快捷键快速创建下一轮。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
